start	end	text
510320	515800	Yes. And positive 10,000 forbids it entirely. It's an absolute ban. And to really see the
515800	520740	brilliance of this physics engine, you have to look at how it actually processes a paragraph
520740	523820	using the Nuthplass line breaking algorithm.
524220	529200	Let's really dig into this algorithm because a lot of standard software development relies on greedy
529200	529860	algorithms.
530100	531380	Right. Which are very different.
531380	535660	Yeah. A greedy algorithm for line breaking, which is what older word processors used,
536080	541180	just grabs as many word boxes as it can, crams them into the first line until it hits the margin,
541600	544460	breaks the line, and then starts over on line two.
544900	549440	And a greedy algorithm is inherently short-sighted. It optimizes locally.
549760	551360	Because it doesn't care about the rest of the paragraph.
551520	556780	Exactly. You might get a perfectly tight, aesthetically pleasing first line, but by the time you reach the
556780	564020	fourth line, you're left with one massive word and no flexible glue, resulting in a total typographic
564020	570360	disaster. The Nuthplass algorithm operates differently. It utilizes dynamic programming to
570360	573340	evaluate the entire paragraph simultaneously.
573560	574500	The whole thing at once.
574500	581060	Yes. It calculates the mathematical badness of every conceivable combination of line breaks from the
581060	582440	first word to the last.
583080	587540	Wait. How does it actually calculate badness, mechanically speaking? Like, what is the math
587540	587820	there?
588020	593540	Well, badness is a mathematically defined metric based on how much the glue in a given line
593540	597080	has to stretch or shrink compared to its natural state.
597240	597500	Okay.
597500	602440	The formula actually cubes the stretch ratio, meaning that a line that is stretched slightly
602440	607440	is fine, but a line stretched heavily becomes exponentially worse in the eyes of the algorithm.
607660	609220	Oh, cubing it makes a huge difference.
609280	614040	It does. The algorithm sums the badness of all the lines, adds the cost to the penalties,
614180	619580	for instance, a penalty for hyphenating two consecutive lines, and computes a total cost
619580	621160	function for the entire paragraph.
621280	622860	And then it just picks the lowest score.
622860	628180	It selects the single path through the paragraph that results in the absolute lowest global badness
628180	628520	score.
628960	635140	That is fascinating. So it's willing to accept a slightly suboptimal, maybe looser first line.
635600	641840	If that specific spacing prevents a catastrophic hyphenation or a massive gap on line four.
642000	642660	Exactly.
642800	645560	It trades local perfection for global optimization.
645980	651160	And that requires evaluating thousands of potential breakpoints in milliseconds. It really
651160	653220	is a masterpiece of computer science.
653380	657400	I understand the elegance of the math there. I really do. But I have to push back on behalf
657400	662720	of anyone who has ever tried to place a complex table or a figure into a latex document.
663000	665620	Ah, floats. The infamous floats.
665760	671560	Yes. Because in practice, it often feels like the engine is actively hostile. You write the code
671560	675420	for a table, you compile the document, and the table randomly jumps three pages down,
675780	678300	landing squarely in the middle of an entirely different section.
678380	679460	Which feels like a bug.
679460	684260	It feels like a massive bug. If the algorithm is so perfectly optimized, why does it exhibit
684260	686100	such chaotic behavior with floats?
686820	691200	The behavior only appears chaotic if you evaluate it through the lens of a word processor.
691600	695100	You are expecting the table to drop exactly where your cursor was.
695440	697260	Because that's what we've been trained to expect.
697400	697620	Right.
698100	704580	But apply the physics we just discussed. To tex, a table is not a special entity. It is simply
704580	707620	a very large, completely rigid box. Oh, I see.
707800	713540	And that massive box is subject to placement rules and penalties. When the engine attempts
713540	718740	to place that box at the exact point in the text where you declared it, it evaluates the
718740	721220	surrounding glue and penalties. And if it doesn't fit?
721220	726740	If placing the table there would cause the text to spill over the bottom margin, or if it would
726740	732580	force a page break that violates a massive penalty, like braking immediately after a section heading,
732580	734020	the engine simply refuses.
734020	739300	It calculates the cost, realizes the badness score would be astronomical, and just aborts
739300	740340	the placement entirely.
740340	745620	Precisely. It holds that rigid box in a holding queue, and waits for the next legal, mathematically
745620	748820	permissible location where the penalties actually allow it to be placed.
749060	749460	Wow.
749860	754740	The table didn't randomly jump. It was sequentially evaluated against the constraints of the page
754740	758820	physics until it found a valid home. It is behaving with absolute determinism.
759180	763920	So it isn't out to get you. It is just strictly enforcing the physical laws you invoked.
764300	764780	Exactly.
764980	770320	And that reframes the frustration completely. But if boxes, glue, and penalties are the
770320	775920	physical matter of the page, how does the engine actually read the raw code we type to generate
775920	782080	that matter? The source material makes a crucial distinction here. It says text does not read words.
782080	783280	It reads tokens.
783280	787680	This is where we cross from typography over into compiler design.
787680	788720	Okay, let's get into it.
788720	793360	To master the system, you must understand the separation between the lexor and the expander.
794000	798240	Before a single box is drawn, the engine has to parse the raw text file you wrote.
798240	799600	Right, the actual code.
799600	804640	But a computer doesn't innately know that a backslash means start a command or that a curly
804640	808800	brace means start a group. It just sees ASCII or UTF-8 characters.
808800	810240	Just a stream of bytes.
810240	815600	Exactly. The lexor's job is to read those raw characters one by one and convert them into
815600	821200	internal tokens. And to do this, it consults a state machine known as the category code table.
821200	821920	The cat codes.
821920	822720	The cat code.
822720	826480	If you spend enough time on stack overflow looking up latex errors,
826480	829200	you eventually run into some wizard talking about cat codes.
829200	835680	It's the secret sauce. Every single character read by the engine is assigned one of 16 category
835680	838800	codes the exact millisecond it is ingested.
838800	839760	Give me an example.
839760	845680	For example, category zero is an escape character, which is mapped by default to the backslash.
845680	849760	Category one is the beginning of a group mapped to the open curly brace.
850400	856480	Category 14 is a comment character mapped to the percent sign. Category 11 is a standard letter.
856480	857200	Okay, that makes sense.
857200	861600	So the lexor takes the raw character, pairs it with its current category code from the table,
861600	867040	and creates an atomic token. From that moment on, the engine only cares about the token,
867040	868000	not the character.
868000	872480	And the architecture allows that category code table to be mutable.
872480	875280	Like you can change the mapping on the fly during compilation.
875280	880560	You can, and understanding that mutability demystifies an enormous amount of the magic
880560	881920	in the latex ecosystem.
881920	883040	What kind of magic?
883040	888160	Consider the verbatim environment, which allows you to print source code in your document
888160	891280	without the latex compiler trying to execute it.
891280	894480	Have you ever considered how the engine accomplishes that mechanically?
895040	898480	Honestly, I always assumed it just suspended the compiler
898480	902960	or flagged the text as a string literal like you would in a Python script.
902960	904960	It is actually far more elegant than that.
904960	910080	The verbatim environment simply issues a command that temporarily changes the category code of almost
910080	912880	every special character to category 12.
912880	913680	What does 12 mean?
913680	918080	Category 12 represents other. So suddenly, when the lexor encounters a backslash,
918080	921520	it does not assign it category 0. It assigns it category 12.
921520	924240	Oh, so it strips the backslash of its power.
924880	928960	Exactly. The backslash is stripped of its power as an escape character.
928960	934720	It is no longer an instruction to start a command. It is merely a printable picture of a backslash.
934720	936960	And the percent sign isn't a comment anymore.
936960	940640	Right. The percent sign is no longer a comment trigger. It's just a symbol.
940640	945840	By manipulating the state machine of the lexor, verbatim neutralizes the code.
945840	950480	That is absolutely brilliant. It literally alters the fundamental laws of physics
950480	954240	for a specific block of text, then reverts them when the block ends.
954240	954800	Yes.
954800	956960	And here's where it gets really interesting for me.
957680	962960	Once the lexor has generated this scream of poke-ins, it passes them to the expander.
963760	968640	When reading this section of the source, I realized that writing latex is not like writing
968640	970480	standard procedural code.
970480	971200	Not at all.
971200	976800	You aren't executing functions that push and pop variables to a call stack in C or JavaScript.
976800	981200	You are engaging in an extreme recursive term rewriting system.
981200	986000	Term rewriting is the precise computer science definition of what text does.
986000	988080	It is a macro expansion language.
988080	993200	So if I define a custom command a macro, I'm not writing a function that returns a value.
993200	996080	I am registering a rewrite rule in the engine's memory.
996080	996720	Correct.
996720	1001120	I am telling the expander whenever you encounter this specific sequence of tokens,
1001120	1003520	physically replace it with this other sequence of tokens.
1003520	1006240	And this evaluation is inherently recursive.
1006240	1009840	Once the expander replaces your macro with its defined token sequence,
1009840	1012320	it immediately examines the new sequence.
1012320	1014400	Right. To see if there are more macros inside it.
1014400	1015040	Exactly.
1015040	1018960	If that new sequence contains further macros, it replaces those as well.
1018960	1024400	It acts like an abstract syntax tree resolution, continuously expanding the nodes until only
1024400	1030240	unexpandable primitives remain the literal boxes, glue, fonts, and penalties we discussed earlier.
1030240	1034880	It just keeps digging down, finding, and replacing until it hits bedrock.
1034880	1036400	And this expansion is lazy, right?
1036400	1037200	Extremely lazy.
1037200	1040800	The engine only expands a token when it is absolutely forced to.
1040800	1041920	Why is that important?
1041920	1047680	Because you can pass a complex macro as an argument into another macro, and the engine will not
1047680	1052320	evaluate the inner macro until the exact moment the outer macro decides to utilize it.
1052320	1053200	Oh, I see.
1053200	1059680	This lazy evaluation allows for incredibly complex logic, but it also creates unique debugging
1059680	1063040	nightmares, which we will explore when we discuss gradual commands.
1063040	1068000	Okay. So we have established the theoretical bedrock. We have a physics engine of boxes and glue,
1068000	1072960	and a compiler engine relying on lexical tokenization and recursive macro expansion.
1072960	1074320	The foundational atoms.
1074320	1081760	Exactly. But how do you scale those atomic components up to a massive project? If you,
1081760	1088240	the listener, are writing a 500-page technical book or a doctoral dissertation, and you attempt to dump all
1088240	1094000	of this into a single .txt file, the entire system is going to buckle under its own weight.
1094000	1098720	The compilation speed will degrade, your version control will become completely unreadable,
1098720	1101200	and your cognitive load will be completely overwhelmed.
1101200	1102720	I've been there. It's awful.
1102720	1109040	A single-file monograph requires the engine to re-tokenize, re-expand, and recalculate
1109040	1115200	the Nuthplast badness for all 500 pages every single time you correct a single typo.
1115200	1116400	Which is insanity.
1116400	1121680	It is. This is where Flyxion's guide transitions from the physics of the page to the architecture
1121680	1126960	of the project. You must engineer the document exactly as you would engineer a large software
1126960	1129360	repository. You separate the data from the presentation.
1129360	1131760	You separate it, and you modularize the code base.
1131760	1137360	So the primary architectural rule is to maintain a master file that contains virtually no actual
1137360	1143360	text. It should consist solely of the preamble, your imports, your global configurations,
1143360	1149920	your macro definitions, and a structured sequence of commands pulling in the external files containing
1149920	1152960	your actual chapters. That is the professional standard.
1152960	1156080	But the source material is very strict about the technical difference
1156080	1160720	between how you pull those files in. You have the input command and the include command.
1160720	1162320	I admit, I used to treat them interchangeably.
1162320	1166800	Many users do, and it is a fundamental architectural error.
1166800	1167760	What's the difference?
1167760	1175280	Input is a literal direct textual inclusion. It acts exactly as if you had copied the raw text from
1175280	1181360	the sub file and pasted it into your main file at that precise location. The lexor reads it sequentially.
1181360	1182960	Okay. And include?
1182960	1188080	Include, on the other hand, triggers the complex set of state changes. It deliberately forces a page
1188080	1193360	break before and after the included content. And crucially, it instructs the compiler to generate
1193360	1198400	a dedicated auxiliary.o file strictly for that specific chunk of text.
1198400	1202320	And managing those auxiliary files is the entire secret to high-speed iterations.
1202320	1202960	Right.
1202960	1209200	Exactly. Because include partitions, the auxiliary data, you can utilize the include only command
1209200	1210560	in your master preamble.
1210560	1211920	Oh, this is the magic part.
1211920	1215840	This command acts as a compiler flag. You can tell latex,
1215840	1220400	I am only actively drafting chapter four today. Do not compile the rest of the book.
1220400	1222720	But all the cross-references still work.
1222720	1228560	Yes. Because the engine still has access to the cached auxiliary files from the other chapters,
1228560	1233200	all of your cross-references, your bibliographic citations, your equation numbers, and your
1233200	1237840	payable of contents remain perfectly intact and accurate, even though those chapters are
1237840	1240080	completely bypassed by the compiler.
1240080	1244720	It's like working on the plumbing in a single bathroom. But the architectural blueprints for
1244720	1248560	the rest of the skyscraper are still dynamically linked to your work.
1248560	1250080	That's a great way to visualize it.
1250080	1252480	So the practical rule of thumb for a super-user is,
1252480	1258400	utilize, include, for massive structural blocks like chapters, where a page break is
1258400	1262480	mathematically required anyway, and use input strictly for smaller,
1262480	1264560	isolated fragments within those chapters.
1264560	1270960	Like importing a massive matrix or a complex multi-page table that you just want to abstract
1270960	1274080	out of your main prose file so you don't have to scroll past it constantly.
1274080	1279040	Right. That is the optimal pattern. And to support that, you need a rigid directory structure,
1279040	1284000	a flat directory containing 50 dot text files and images is just unmanageable.
1284000	1288480	It's a mess. A professional architecture demands a chapters directory,
1288480	1294960	a bib directory for your bibliography databases, an ignored build directory for the compiler outputs,
1294960	1297120	and a highly structured figures directory.
1297120	1301680	And regarding figures, you must draw a hard line between handcrafted images
1301680	1303680	and computationally generated assets.
1303680	1304080	Yes.
1304080	1307920	Let's talk about version control, because this ties directly into the figures.
1307920	1311760	If you're building a document like a code base, you manage it with Git.
1311760	1312400	Obviously.
1312400	1315120	If you're a developer, tracking code is second nature.
1315120	1321360	But applying Git to a 500-page manuscript introduces some really unique philosophical challenges.
1321360	1325920	The core philosophy of version control in software engineering applies perfectly here, though.
1325920	1329920	You track the authored source. You do not track the compiled artifacts.
1329920	1335680	You commit your dot text files, your bibliography databases, and your raw handcrafted illustrations.
1335680	1342560	Yes, and you absolutely must utilize a .gitignore file to banish the .pdf, the .o files, the .log files,
1342560	1344880	and the .talk files from the repository.
1344880	1347440	Committing the PDF is the classic rookie mistake.
1347440	1348400	It's the worst.
1348400	1350800	It's a massive binary blob.
1350800	1357040	If you fix a single comma in Chapter 1, the compiler regenerates the entire .pdf, git sees a completely
1357040	1363840	new binary file, bloots the repository size, and provides zero useful diffing capabilities.
1363840	1366560	It provides no historical value whatsoever.
1366560	1366960	None.
1366960	1372400	But the source material makes a fascinating, pragmatic exception for generated figures like the charts
1372400	1375680	or graphs spat out by a Python script or an R script.
1375680	1380400	This is a highly debated topic. Infliction takes a very pragmatic, preservationist stance.
1380400	1381280	Which I love.
1381280	1385440	In pure software engineering, you never commit a generated asset to the main branch.
1386000	1389920	But academic and technical publishing operates on a much longer timeline.
1389920	1391600	Right. Decades, sometimes.
1391600	1397680	Suppose you have a Python script that ingests a massive dataset and generates a complex statistical
1397680	1403280	chart. In a perfect world, you only commit the script and the dataset. But consider the state
1403280	1407520	of your project three years from now, when you are asked to compile a second edition of the book.
1407520	1409600	Oh, the environment will be totally broken.
1409600	1416080	Exactly. The specific version of Python you used might be deprecated. The plotting library
1416080	1421520	dependencies might have breaking changes. If the script fails to run, your book cannot compile.
1421600	1423120	So what's the solution?
1423120	1430000	By committing the finalized generated figure into Git, you create a failsafe. You ensure that the
1430000	1434640	visual artifact is preserved, even if the computational pipeline decays over time.
1434640	1439920	It is a defensive strategy against software rot. You are designing the repository for longevity,
1439920	1441200	not just immediate purity.
1441200	1442640	Pragmatism over dogma.
1442640	1447600	I love that. So we have the files modularized, we have the repository tracking the source.
1448160	1453280	But the actual act of building the PDF is where many users just throw their hands up in frustration.
1453280	1455920	We have to discuss the multi-pass compiler problem.
1455920	1458000	The bane of the beginner's existence.
1458560	1463680	Why does a modern computer need to read a text file three or four times to generate a single document?
1464160	1468960	It is a consequence of the sequential nature of the engine and the requirement for forward
1468960	1474320	referencing. Put simply, the compiler has to solve a causality dilemma.
1474320	1477520	A causality dilemma. Okay, walk me through the mechanics of that.
1477520	1482960	Consider the table of contents, which traditionally sits at the very front of a book, say on Roman
1482960	1484000	numeral page V.
1484000	1484480	Right.
1484480	1490720	The table of contents must list the exact Arabic page number on which chapter 12 begins.
1491120	1497440	But as the text engine reads the document sequentially, when it reaches page V, chapter 12 has not been
1497440	1498000	evaluated.
1498000	1499280	Because it hasn't gotten there yet.
1499280	1504480	Exactly. The Nuthplass algorithm hasn't run, the boxes haven't been packed, and the glue
1504480	1510240	hasn't been stretched. The engine has zero mathematical certainty about where chapter 12 will
1510240	1511200	eventually land.
1511200	1514240	So on the first pass, it literally cannot know the answer.
1514240	1519200	It cannot. So on the first compilation pass, when the engine encounters the table of contents
1519200	1524320	instruction, it leaves a placeholder, usually a blank space or a warning mark, and just continues
1524320	1530320	processing the document. Hours later, from the CPU's perspective, it finally hits. Chapter 12
1530880	1537280	calculates the page layout and determines it lands on page 342. It then writes that data point chapter 12
1537280	1544320	is on page 342 into the auxiliary.o file. The first pass finishes, and the PDF is generated,
1544320	1546320	but the table of contents is incomplete.
1546320	1548400	Which necessitates the second pass.
1548400	1554160	Exactly. You triggered the compiler a second time. Before typesetting the document, the engine reads
1554160	1560800	the .o file. It loads the key value pair associating chapter 12 with page 342 into its memory.
1560800	1561360	Ah.
1561360	1566560	Now, when it hits the table of contents on page V, it retrieves that value and prints it perfectly.
1566560	1572320	But wait. Introducing that text on page V changes the volume of material at the front of the book.
1572320	1573120	Yes, it does.
1573120	1577840	If the table of contents expands by a paragraph because of the new data, couldn't it push all
1577840	1581920	the subsequent text down, potentially shifting chapter 12 to page 343?
1581920	1583920	It absolutely can, and it frequently does.
1583920	1584720	Oh my god.
1584720	1589440	That shift invalidates the data collected in the .o file, which means you have to run a third
1589440	1593280	compilation pass to allow the pagination to finally settle into a stable state.
1593280	1597920	And if you introduce external dependencies, like a bibliography database.
1597920	1603760	Oh, then you have to run the Latex compiler to identify the citations, run a separate program
1603760	1610160	like Bieber to format the citations, run Latex again to insert them, and run Latex a final time
1610160	1611840	to update all the cross-references.
1611840	1616880	Which is incredibly tedious. No one wants to manually type four-chain terminal commands just
1616880	1621120	to see if a paragraph break looks correct. It breaks your creative flow entirely.
1621120	1625680	If we connect this to the bigger picture, a super user never does that manually.
1625680	1629440	Ever. If a task is deterministic and repetitive, it must be automated.
1630080	1634960	The standard tooling for this is a build automation script, typically LatexNK.
1634960	1641360	Yes, the source emphasizes using LatexNK with the dash PVC flag, which stands for preview continuously.
1641360	1646400	It fundamentally transforms the experience of writing. LatexNK is essentially a dependency
1646400	1648880	tracker and a build orchestrator. How does it work?
1648880	1653600	You run the command once in your terminal, and it assumes control. It parses your source files,
1653600	1659040	analyzes the Dotto and the BL files, and calculates exactly how many compilation passes are
1659040	1662800	mathematically required to reach a stable state. It figures out the puzzle for you.
1662800	1667520	Exactly. It runs the bibliography engines and the indexing tools automatically.
1667520	1674320	But the real power is the continuous preview loop. It utilizes the operating system's file watching
1674320	1679520	APIs to monitor your source directory. So it knows when you make a change.
1679520	1685760	Every time you hit save in your text editor, LatexNK detects the file system change, instantly
1685760	1690640	recompiles the necessary components in the background, and triggers your PDF viewer to refresh.
1690640	1696800	You achieve the immediate visual feedback loop of a standard word processor, but you retain the
1696800	1702800	absolute typographic precision and programmatic power of the text engine. You are literally treating
1702800	1707440	the document creation process as a continuous integration pipeline. Precisely. You architect
1707440	1712160	a workflow that manages the complexity for you, so you can just write. Okay, so the file architecture
1712160	1717040	is pristine, and the build system is automated. Let's look at the actual code we write within those files.
1717680	1723200	This brings us to programming the document, specifically macro design. Crucial for a super ruser.
1723200	1728080	Because if you are engineering a massive book, you need custom commands to ensure consistency
1728080	1735440	commands for warning boxes, custom mathematical proofs, or specialized formatting. This is an area where
1735440	1741520	many users learn a foundational tool and never evolve past it. They rely exclusively on the primitive
1741520	1749440	DEF command, or the slightly safer new command macro. Right. DEF is the bedrock text primitive. It defines a
1749440	1755520	token replacement rule, but it is notoriously dangerous because it will silently overwrite any existing command.
1755520	1760320	With no warning. None. You could accidentally overwrite the command that draws the letter A
1760320	1765520	if you aren't careful. New command is the latex wrapper that at least provides a basic safety check,
1765520	1770640	throwing an error if the macro name is already in use. New command is safer, but both approaches
1770640	1775920	are structurally rigid because they rely heavily on positional arguments. What do you mean by positional
1775920	1781280	arguments? If you define a complex command that takes three arguments, for example, a command to draw a
1781280	1788640	styled cal out box, you have to pass those arguments in a strict sequential order. Ah, I know this pain.
1789280	1795280	The analogy I use for positional arguments is a terrible inflexible restaurant menu. Let's hear it.
1795280	1800800	You walk up to the counter and say, I want a burger, medium rare, no onions, extra pickles,
1800800	1806160	in that exact order. If you forget the order the kitchen expects, or if you just want the default burger,
1806160	1811440	but with extra pickles, you have to insert empty placeholder brackets into your code to skip the
1811440	1816240	other options. Which looks awful in the code. It really does. Your latex code ends up looking like
1816240	1821200	cal out box blue important, which is completely illegible to whoever has to read the code six
1821200	1826800	months later. It creates a severe maintenance burden. This is why super users adopt the latex three
1826800	1832960	programming interfaces, specifically the exparse package for defining basic argument signatures,
1832960	1838400	and L3 keys for creating complex key value interfaces. How does sparse change things?
1838400	1843920	It's sparse allows you to explicitly define the shape of the input. You specify a signature string,
1843920	1849760	like M for a mandatory argument in curly braces, or for an optional argument in square brackets.
1849760	1854560	It forces the engine to validate the structure of the input before attempting to expand the macro.
1854560	1861040	And the key value interface is like using a modern ordering app on your phone. Instead of memorizing
1861040	1866880	the rigid sequence, you explicitly name the parameters you are changing. Yes. You literally
1866880	1872800	type cal out box color blue, title, important. You can declare them in any order you prefer,
1872800	1878800	and if you omit a parameter, the macro falls back to a sensible default. The transition from positional
1878800	1886000	arguments to key value interfaces touches on a profound theoretical concept that Flyxion outlines
1886000	1890400	in the appendices of the source text. I knew we were going to get into type theory eventually. Let's
1890400	1895440	follow that logic. Yeah. How does a record type improve the macro? Well, a key value interface
1895440	1900560	in Letex 3 is functionally equivalent to what computer scientists call a record type in type
1900560	1906000	theory. A type system defines the permissible shape and behavior of data. Right. When you construct
1906000	1912240	a macro using a key value interface, you are defining a strict record type for that specific command.
1912240	1916240	You dictate that the color key only accepts string values like red or blue,
1916240	1920320	and the width key only accepts numeric dimensions. Okay, that adds safety. But,
